dataset,p,component_1,component_2
QQQ,1,0.99999726,0.00000274
QQQ,1,1.00000000,0.00000000
QQQ,1,1.00000000,0.00000000
QQQ,1,0.19590031,0.80409969
QQQ,1,1.00000000,0.00000000
QQQ,1,0.15500526,0.84499474
QQQ,1,0.12526158,0.87473842
QQQ,1,0.99999455,0.00000545
QQQ,1,0.97304511,0.02695489
QQQ,1,0.31219325,0.68780675
QQQ,1,0.22730465,0.77269535
QQQ,1,0.94843180,0.05156820
QQQ,1,0.99976743,0.00023257
QQQ,1,0.12648744,0.87351256
QQQ,1,0.12538577,0.87461423
QQQ,1,0.61785134,0.38214866
QQQ,1,0.17476454,0.82523546
QQQ,1,0.99927571,0.00072429
QQQ,1,0.29818278,0.70181722
QQQ,1,0.72694102,0.27305898
QQQ,1,0.12909236,0.87090764
QQQ,1,0.99752356,0.00247644
QQQ,1,0.22227303,0.77772697
QQQ,1,0.99999986,0.00000014
QQQ,1,0.13467289,0.86532711
QQQ,1,0.12658784,0.87341216
QQQ,1,0.38787625,0.61212375
QQQ,1,0.97149516,0.02850484
QQQ,1,0.99979993,0.00020007
QQQ,1,0.19576045,0.80423955
QQQ,1,0.96970341,0.03029659
QQQ,1,0.99597200,0.00402800
QQQ,1,0.49286259,0.50713741
QQQ,1,0.99999990,0.00000010
QQQ,1,0.99975362,0.00024638
QQQ,1,0.96578021,0.03421979
QQQ,1,0.22660645,0.77339355
QQQ,1,0.13066075,0.86933925
QQQ,1,0.51900898,0.48099102
QQQ,1,1.00000000,0.00000000
QQQ,1,0.99420927,0.00579073
QQQ,1,0.87488592,0.12511408
QQQ,1,0.99972227,0.00027773
QQQ,1,0.36154985,0.63845015
QQQ,1,0.99872898,0.00127102
QQQ,1,0.12885697,0.87114303
QQQ,1,0.50857629,0.49142371
QQQ,1,1.00000000,0.00000000
QQQ,1,1.00000000,0.00000000
QQQ,1,0.99995456,0.00004544
QQQ,1,0.27517389,0.72482611
QQQ,1,0.99801437,0.00198563
QQQ,1,0.90260981,0.09739019
QQQ,1,0.99999398,0.00000602
QQQ,1,1.00000000,0.00000000
QQQ,1,0.13407663,0.86592337
QQQ,1,0.99999998,0.00000002
QQQ,1,0.13146150,0.86853850
QQQ,1,0.75627232,0.24372768
QQQ,1,0.98243873,0.01756127
QQQ,1,1.00000000,0.00000000
QQQ,1,0.77126470,0.22873530
QQQ,1,0.13568296,0.86431704
QQQ,1,0.99993650,0.00006350
QQQ,1,1.00000000,0.00000000
QQQ,1,0.67816146,0.32183854
QQQ,1,1.00000000,0.00000000
QQQ,1,0.71011930,0.28988070
QQQ,1,0.51880308,0.48119692
QQQ,1,1.00000000,0.00000000
QQQ,1,0.98780323,0.01219677
QQQ,1,0.99990113,0.00009887
QQQ,1,0.99999998,0.00000002
QQQ,1,0.64169008,0.35830992
QQQ,1,1.00000000,0.00000000
QQQ,1,1.00000000,0.00000000
QQQ,1,0.14297476,0.85702524
QQQ,1,1.00000000,0.00000000
QQQ,1,0.72500053,0.27499947
QQQ,1,0.41418457,0.58581543
QQQ,1,0.82162726,0.17837274
QQQ,1,0.84805325,0.15194675
QQQ,1,0.75456178,0.24543822
QQQ,1,0.99956886,0.00043114
QQQ,1,0.64975128,0.35024872
QQQ,1,0.99989671,0.00010329
QQQ,1,0.89599432,0.10400568
QQQ,1,0.54049646,0.45950354
QQQ,1,0.56561720,0.43438280
QQQ,1,0.98828441,0.01171559
QQQ,1,0.50949448,0.49050552
QQQ,1,0.14670191,0.85329809
QQQ,1,0.39393708,0.60606292
QQQ,1,0.15303350,0.84696650
QQQ,1,0.99985034,0.00014966
QQQ,1,0.47553480,0.52446520
QQQ,1,0.13406805,0.86593195
QQQ,1,0.99999999,0.00000001
QQQ,1,0.12512006,0.87487994
QQQ,1,0.99993381,0.00006619
QQQ,1,0.73226285,0.26773715
