dataset,p,component_1,component_2
QQQ,4,0.12166633,0.87833367
QQQ,4,0.85042720,0.14957280
QQQ,4,0.45684856,0.54315144
QQQ,4,0.50806913,0.49193087
QQQ,4,0.54418098,0.45581902
QQQ,4,0.13784175,0.86215825
QQQ,4,0.12944783,0.87055217
QQQ,4,0.15414862,0.84585138
QQQ,4,0.49547649,0.50452351
QQQ,4,0.29724376,0.70275624
QQQ,4,0.20839967,0.79160033
QQQ,4,0.26088077,0.73911923
QQQ,4,0.19546212,0.80453788
QQQ,4,0.96465417,0.03534583
QQQ,4,0.20374232,0.79625768
QQQ,4,0.99971951,0.00028049
QQQ,4,0.19713303,0.80286697
QQQ,4,0.15756549,0.84243451
QQQ,4,0.19373892,0.80626108
QQQ,4,0.23208377,0.76791623
QQQ,4,0.30793729,0.69206271
QQQ,4,0.96824662,0.03175338
QQQ,4,0.17745823,0.82254177
QQQ,4,0.71339748,0.28660252
QQQ,4,0.30880242,0.69119758
QQQ,4,0.18688547,0.81311453
QQQ,4,0.32657170,0.67342830
QQQ,4,0.18691926,0.81308074
QQQ,4,0.15179275,0.84820725
QQQ,4,0.12641515,0.87358485
QQQ,4,0.99988412,0.00011588
QQQ,4,0.12370827,0.87629173
QQQ,4,0.22734663,0.77265337
QQQ,4,0.27952040,0.72047960
QQQ,4,0.22886029,0.77113971
QQQ,4,0.21066761,0.78933239
QQQ,4,0.13994148,0.86005852
QQQ,4,0.52073402,0.47926598
QQQ,4,0.12284230,0.87715770
QQQ,4,0.92203041,0.07796959
QQQ,4,0.12995484,0.87004516
QQQ,4,0.70529048,0.29470952
QQQ,4,0.18733232,0.81266768
QQQ,4,0.99962490,0.00037510
QQQ,4,0.12212736,0.87787264
QQQ,4,0.13742576,0.86257424
QQQ,4,0.13399870,0.86600130
QQQ,4,0.54395823,0.45604177
QQQ,4,0.18600905,0.81399095
QQQ,4,0.12158552,0.87841448
QQQ,4,0.68093083,0.31906917
QQQ,4,0.16867640,0.83132360
QQQ,4,0.62208179,0.37791821
QQQ,4,0.12174886,0.87825114
QQQ,4,0.22137049,0.77862951
QQQ,4,0.31345495,0.68654505
QQQ,4,0.63492817,0.36507183
QQQ,4,0.95775415,0.04224585
QQQ,4,0.12972614,0.87027386
QQQ,4,0.96528859,0.03471141
QQQ,4,0.31129399,0.68870601
QQQ,4,0.12752936,0.87247064
QQQ,4,0.93695596,0.06304404
QQQ,4,0.43517914,0.56482086
QQQ,4,0.12441359,0.87558641
QQQ,4,0.12286759,0.87713241
QQQ,4,0.16196827,0.83803173
QQQ,4,0.12375200,0.87624800
QQQ,4,0.98414536,0.01585464
QQQ,4,0.99391173,0.00608827
QQQ,4,0.12338993,0.87661007
QQQ,4,0.12495541,0.87504459
QQQ,4,0.56294696,0.43705304
QQQ,4,0.24375984,0.75624016
QQQ,4,0.22481725,0.77518275
QQQ,4,0.62278995,0.37721005
QQQ,4,0.13590068,0.86409932
QQQ,4,0.28039724,0.71960276
QQQ,4,0.46993269,0.53006731
QQQ,4,0.30998326,0.69001674
QQQ,4,0.12160330,0.87839670
QQQ,4,0.84139340,0.15860660
QQQ,4,0.23167810,0.76832190
QQQ,4,0.95779084,0.04220916
QQQ,4,0.19862168,0.80137832
QQQ,4,0.77429147,0.22570853
QQQ,4,0.96411686,0.03588314
QQQ,4,0.97187632,0.02812368
QQQ,4,0.13075088,0.86924912
QQQ,4,0.32969591,0.67030409
QQQ,4,0.97744861,0.02255139
QQQ,4,0.23985943,0.76014057
QQQ,4,0.95374526,0.04625474
QQQ,4,0.70696518,0.29303482
QQQ,4,0.22580588,0.77419412
QQQ,4,0.12406810,0.87593190
QQQ,4,0.21605439,0.78394561
QQQ,4,0.12235261,0.87764739
QQQ,4,0.14314970,0.85685030
QQQ,4,0.48780438,0.51219562
QQQ,4,0.39494854,0.60505146
QQQ,4,0.45715044,0.54284956
QQQ,4,0.85938671,0.14061329
QQQ,4,0.19322326,0.80677674
QQQ,4,0.31220815,0.68779185
QQQ,4,0.99990790,0.00009210
QQQ,4,0.17239653,0.82760347
QQQ,4,0.16619399,0.83380601
QQQ,4,0.12317769,0.87682231
QQQ,4,0.13646615,0.86353385
QQQ,4,0.99435347,0.00564653
QQQ,4,0.17689984,0.82310016
QQQ,4,0.12164962,0.87835038
QQQ,4,0.99414761,0.00585239
QQQ,4,1.00000000,0.00000000
QQQ,4,0.73598775,0.26401225
QQQ,4,1.00000000,0.00000000
QQQ,4,1.00000000,0.00000000
QQQ,4,0.99967005,0.00032995
QQQ,4,0.99794706,0.00205294
QQQ,4,0.49360894,0.50639106
QQQ,4,0.99999400,0.00000600
QQQ,4,0.41530878,0.58469122
QQQ,4,0.39257158,0.60742842
QQQ,4,0.34672932,0.65327068
QQQ,4,0.13274704,0.86725296
QQQ,4,0.17544975,0.82455025
QQQ,4,0.99999771,0.00000229
QQQ,4,0.45095034,0.54904966
QQQ,4,0.99928951,0.00071049
QQQ,4,0.17747067,0.82252933
QQQ,4,0.99999953,0.00000047
QQQ,4,0.99989784,0.00010216
QQQ,4,0.89505026,0.10494974
QQQ,4,0.15442507,0.84557493
QQQ,4,0.99434501,0.00565499
QQQ,4,0.21023667,0.78976333
QQQ,4,0.43008933,0.56991067
QQQ,4,0.99884433,0.00115567
QQQ,4,0.93105822,0.06894178
QQQ,4,0.97219529,0.02780471
QQQ,4,0.95873992,0.04126008
QQQ,4,0.12710152,0.87289848
QQQ,4,0.16279467,0.83720533
QQQ,4,0.12411017,0.87588983
QQQ,4,0.48025639,0.51974361
QQQ,4,0.93833789,0.06166211
QQQ,4,0.12507144,0.87492856
QQQ,4,0.99999796,0.00000204
QQQ,4,0.81453515,0.18546485
QQQ,4,0.46330308,0.53669692
QQQ,4,0.12935147,0.87064853
QQQ,4,0.95243016,0.04756984
QQQ,4,0.15509942,0.84490058
QQQ,4,0.64966850,0.35033150
QQQ,4,0.99892270,0.00107730
QQQ,4,0.51776658,0.48223342
QQQ,4,0.26259783,0.73740217
QQQ,4,0.38924575,0.61075425
QQQ,4,0.96330048,0.03669952
QQQ,4,0.12163889,0.87836111
QQQ,4,0.94137883,0.05862117
QQQ,4,0.99863363,0.00136637
QQQ,4,0.99947632,0.00052368
QQQ,4,0.99997126,0.00002874
QQQ,4,0.63066031,0.36933969
QQQ,4,0.94580771,0.05419229
QQQ,4,0.99770678,0.00229322
QQQ,4,0.73649496,0.26350504
QQQ,4,0.72811806,0.27188194
QQQ,4,0.33376913,0.66623087
QQQ,4,0.12416345,0.87583655
QQQ,4,0.52203981,0.47796019
QQQ,4,0.99920175,0.00079825
QQQ,4,0.98131339,0.01868661
QQQ,4,0.39289275,0.60710725
QQQ,4,0.99999987,0.00000013
QQQ,4,0.94653452,0.05346548
QQQ,4,0.63480365,0.36519635
QQQ,4,0.94733872,0.05266128
QQQ,4,0.99293286,0.00706714
QQQ,4,0.99999951,0.00000049
QQQ,4,0.76998281,0.23001719
QQQ,4,1.00000000,0.00000000
QQQ,4,0.99752233,0.00247767
QQQ,4,1.00000000,0.00000000
QQQ,4,1.00000000,0.00000000
QQQ,4,0.95832242,0.04167758
QQQ,4,0.79224947,0.20775053
QQQ,4,0.76990470,0.23009530
QQQ,4,0.73332671,0.26667329
QQQ,4,0.99999996,0.00000004
QQQ,4,0.97707510,0.02292490
QQQ,4,0.99989053,0.00010947
QQQ,4,0.99193628,0.00806372
QQQ,4,0.40164580,0.59835420
QQQ,4,0.99999996,0.00000004
QQQ,4,0.17834007,0.82165993
QQQ,4,0.14157731,0.85842269
QQQ,4,0.80367107,0.19632893
QQQ,4,0.99175149,0.00824851
QQQ,4,0.97785533,0.02214467
QQQ,4,1.00000000,0.00000000
QQQ,4,0.99999701,0.00000299
QQQ,4,0.12250310,0.87749690
QQQ,4,0.99995332,0.00004668
QQQ,4,0.95019895,0.04980105
QQQ,4,0.38880088,0.61119912
QQQ,4,0.99834412,0.00165588
QQQ,4,0.99999249,0.00000751
QQQ,4,0.12206317,0.87793683
QQQ,4,1.00000000,0.00000000
QQQ,4,0.99999900,0.00000100
QQQ,4,0.94079320,0.05920680
QQQ,4,0.12463813,0.87536187
QQQ,4,1.00000000,0.00000000
QQQ,4,0.76503675,0.23496325
QQQ,4,0.99999959,0.00000041
QQQ,4,1.00000000,0.00000000
QQQ,4,0.19777132,0.80222868
QQQ,4,0.57678573,0.42321427
QQQ,4,0.67891938,0.32108062
QQQ,4,0.13152792,0.86847208
QQQ,4,0.14795935,0.85204065
QQQ,4,0.89272411,0.10727589
QQQ,4,0.98210375,0.01789625
QQQ,4,0.60663250,0.39336750
QQQ,4,0.42798216,0.57201784
QQQ,4,0.13277094,0.86722906
QQQ,4,0.99804437,0.00195563
QQQ,4,0.16838037,0.83161963
QQQ,4,0.13883881,0.86116119
QQQ,4,0.99849974,0.00150026
QQQ,4,0.99198461,0.00801539
QQQ,4,0.74414996,0.25585004
QQQ,4,0.36964464,0.63035536
QQQ,4,0.23647314,0.76352686
QQQ,4,0.73004429,0.26995571
QQQ,4,0.32808889,0.67191111
QQQ,4,0.57466603,0.42533397
QQQ,4,0.99874627,0.00125373
QQQ,4,0.98810132,0.01189868
QQQ,4,0.18262877,0.81737123
QQQ,4,0.20117447,0.79882553
QQQ,4,0.21461379,0.78538621
QQQ,4,0.99793293,0.00206707
QQQ,4,0.64214067,0.35785933
QQQ,4,0.53109825,0.46890175
QQQ,4,0.20053282,0.79946718
QQQ,4,0.54768652,0.45231348
QQQ,4,0.88766781,0.11233219
QQQ,4,0.98600304,0.01399696
QQQ,4,0.92096849,0.07903151
QQQ,4,0.97135361,0.02864639
QQQ,4,0.34786212,0.65213788
QQQ,4,0.13901927,0.86098073
QQQ,4,0.99974849,0.00025151
QQQ,4,0.99999969,0.00000031
QQQ,4,0.82397266,0.17602734
QQQ,4,0.27799066,0.72200934
QQQ,4,0.44613262,0.55386738
QQQ,4,0.99968904,0.00031096
QQQ,4,0.15544151,0.84455849
QQQ,4,0.84763113,0.15236887
QQQ,4,0.12259564,0.87740436
QQQ,4,0.12726910,0.87273090
QQQ,4,0.46958491,0.53041509
QQQ,4,0.18037516,0.81962484
QQQ,4,0.66180177,0.33819823
QQQ,4,0.12623024,0.87376976
QQQ,4,0.13690761,0.86309239
QQQ,4,0.65912460,0.34087540
QQQ,4,0.12296964,0.87703036
QQQ,4,0.15578420,0.84421580
QQQ,4,0.12589866,0.87410134
QQQ,4,0.37561613,0.62438387
QQQ,4,0.39170809,0.60829191
QQQ,4,0.12160418,0.87839582
QQQ,4,0.12286682,0.87713318
QQQ,4,0.13247533,0.86752467
QQQ,4,0.12210817,0.87789183
QQQ,4,0.94763696,0.05236304
QQQ,4,0.16276715,0.83723285
QQQ,4,0.90135360,0.09864640
QQQ,4,0.99432986,0.00567014
QQQ,4,0.51669680,0.48330320
QQQ,4,0.99297598,0.00702402
QQQ,4,0.75885742,0.24114258
QQQ,4,0.48380009,0.51619991
QQQ,4,0.58495740,0.41504260
QQQ,4,0.12182295,0.87817705
QQQ,4,0.60265955,0.39734045
QQQ,4,0.45956411,0.54043589
QQQ,4,0.99758268,0.00241732
QQQ,4,0.27969592,0.72030408
QQQ,4,0.67598710,0.32401290
QQQ,4,0.14078702,0.85921298
QQQ,4,0.95434551,0.04565449
QQQ,4,0.34483042,0.65516958
QQQ,4,0.13132625,0.86867375
QQQ,4,0.97068874,0.02931126
QQQ,4,0.99869634,0.00130366
QQQ,4,0.70687055,0.29312945
QQQ,4,0.99957781,0.00042219
QQQ,4,0.70560072,0.29439928
QQQ,4,0.12386551,0.87613449
QQQ,4,0.98323522,0.01676478
QQQ,4,0.14570478,0.85429522
QQQ,4,0.99999954,0.00000046
QQQ,4,0.54096208,0.45903792
QQQ,4,0.93373303,0.06626697
QQQ,4,1.00000000,0.00000000
QQQ,4,0.15608812,0.84391188
QQQ,4,0.99795254,0.00204746
QQQ,4,0.13324092,0.86675908
QQQ,4,1.00000000,0.00000000
QQQ,4,0.48534263,0.51465737
QQQ,4,0.12732683,0.87267317
QQQ,4,0.99962306,0.00037694
QQQ,4,0.99999995,0.00000005
QQQ,4,0.55342224,0.44657776
QQQ,4,0.13045649,0.86954351
QQQ,4,0.99694223,0.00305777
QQQ,4,0.99999998,0.00000002
QQQ,4,0.15013671,0.84986329
QQQ,4,0.29001296,0.70998704
QQQ,4,0.28170591,0.71829409
QQQ,4,0.14374868,0.85625132
QQQ,4,0.12883732,0.87116268
QQQ,4,1.00000000,0.00000000
QQQ,4,0.13733111,0.86266889
QQQ,4,0.99999987,0.00000013
QQQ,4,0.91009025,0.08990975
QQQ,4,1.00000000,0.00000000
QQQ,4,0.69030415,0.30969585
QQQ,4,0.99999967,0.00000033
QQQ,4,0.12417918,0.87582082
QQQ,4,0.99976771,0.00023229
QQQ,4,0.13519882,0.86480118
QQQ,4,0.99997697,0.00002303
QQQ,4,0.99999747,0.00000253
QQQ,4,0.22671944,0.77328056
QQQ,4,0.99999997,0.00000003
QQQ,4,0.99964420,0.00035580
QQQ,4,0.13201969,0.86798031
QQQ,4,0.26335657,0.73664343
QQQ,4,0.13642035,0.86357965
QQQ,4,1.00000000,0.00000000
QQQ,4,0.97926031,0.02073969
QQQ,4,0.52768271,0.47231729
QQQ,4,0.58861629,0.41138371
QQQ,4,1.00000000,0.00000000
QQQ,4,0.96966543,0.03033457
QQQ,4,0.99841400,0.00158600
QQQ,4,0.99999802,0.00000198
QQQ,4,0.90713763,0.09286237
QQQ,4,0.12549784,0.87450216
QQQ,4,1.00000000,0.00000000
QQQ,4,1.00000000,0.00000000
QQQ,4,0.12262363,0.87737637
QQQ,4,1.00000000,0.00000000
QQQ,4,0.18296717,0.81703283
QQQ,4,0.31406731,0.68593269
QQQ,4,0.12157630,0.87842370
QQQ,4,0.99999142,0.00000858
QQQ,4,1.00000000,0.00000000
QQQ,4,1.00000000,0.00000000
QQQ,4,0.29226828,0.70773172
QQQ,4,1.00000000,0.00000000
QQQ,4,0.15622224,0.84377776
QQQ,4,0.12480537,0.87519463
QQQ,4,0.99998615,0.00001385
QQQ,4,0.96435271,0.03564729
QQQ,4,0.39229260,0.60770740
QQQ,4,0.17986492,0.82013508
QQQ,4,0.95876030,0.04123970
QQQ,4,0.99964488,0.00035512
QQQ,4,0.12157821,0.87842179
QQQ,4,0.12700950,0.87299050
QQQ,4,0.62547762,0.37452238
QQQ,4,0.16436411,0.83563589
QQQ,4,0.99847528,0.00152472
QQQ,4,0.27647581,0.72352419
QQQ,4,0.60214636,0.39785364
QQQ,4,0.12491709,0.87508291
QQQ,4,0.99502223,0.00497777
QQQ,4,0.21580762,0.78419238
QQQ,4,0.99999990,0.00000010
QQQ,4,0.13132801,0.86867199
QQQ,4,0.12231700,0.87768300
QQQ,4,0.40265902,0.59734098
QQQ,4,0.96874859,0.03125141
QQQ,4,0.99980232,0.00019768
QQQ,4,0.16330559,0.83669441
QQQ,4,0.98394892,0.01605108
QQQ,4,0.99387079,0.00612921
QQQ,4,0.39970054,0.60029946
QQQ,4,0.99999955,0.00000045
QQQ,4,0.99944272,0.00055728
QQQ,4,0.98078316,0.01921684
QQQ,4,0.28616284,0.71383716
QQQ,4,0.12182741,0.87817259
QQQ,4,0.43778865,0.56221135
QQQ,4,0.99999999,0.00000001
QQQ,4,0.99019135,0.00980865
QQQ,4,0.74024872,0.25975128
QQQ,4,0.99985938,0.00014062
QQQ,4,0.35508925,0.64491075
QQQ,4,0.99630913,0.00369087
QQQ,4,0.12674738,0.87325262
QQQ,4,0.39934522,0.60065478
QQQ,4,1.00000000,0.00000000
QQQ,4,1.00000000,0.00000000
QQQ,4,0.99955050,0.00044950
QQQ,4,0.41028447,0.58971553
QQQ,4,0.99619779,0.00380221
QQQ,4,0.90145474,0.09854526
QQQ,4,0.99997501,0.00002499
QQQ,4,1.00000000,0.00000000
QQQ,4,0.12442838,0.87557162
QQQ,4,0.99999976,0.00000024
QQQ,4,0.12576474,0.87423526
QQQ,4,0.60821654,0.39178346
QQQ,4,0.98339418,0.01660582
QQQ,4,1.00000000,0.00000000
QQQ,4,0.69635920,0.30364080
QQQ,4,0.12165405,0.87834595
QQQ,4,0.99996343,0.00003657
QQQ,4,1.00000000,0.00000000
QQQ,4,0.77360884,0.22639116
QQQ,4,1.00000000,0.00000000
QQQ,4,0.78176833,0.21823167
QQQ,4,0.67841166,0.32158834
QQQ,4,1.00000000,0.00000000
QQQ,4,0.99057604,0.00942396
QQQ,4,0.99997531,0.00002469
QQQ,4,0.99999977,0.00000023
QQQ,4,0.75712605,0.24287395
QQQ,4,1.00000000,0.00000000
QQQ,4,1.00000000,0.00000000
QQQ,4,0.19287778,0.80712222
QQQ,4,1.00000000,0.00000000
QQQ,4,0.62262564,0.37737436
QQQ,4,0.28542542,0.71457458
QQQ,4,0.86980693,0.13019307
QQQ,4,0.82776610,0.17223390
QQQ,4,0.67760911,0.32239089
QQQ,4,0.99961938,0.00038062
QQQ,4,0.69632469,0.30367531
QQQ,4,0.99950972,0.00049028
QQQ,4,0.91963349,0.08036651
QQQ,4,0.59514179,0.40485821
QQQ,4,0.58049711,0.41950289
QQQ,4,0.98874142,0.01125858
QQQ,4,0.44714260,0.55285740
QQQ,4,0.15538512,0.84461488
QQQ,4,0.42692990,0.57307010
QQQ,4,0.14174972,0.85825028
QQQ,4,0.99965845,0.00034155
QQQ,4,0.46194387,0.53805613
QQQ,4,0.14288898,0.85711102
QQQ,4,1.00000000,0.00000000
QQQ,4,0.12239789,0.87760211
QQQ,4,0.99958199,0.00041801
QQQ,4,0.73872705,0.26127295
QQQ,4,0.48114714,0.51885286
QQQ,4,0.99999999,0.00000001
QQQ,4,0.99939178,0.00060822
QQQ,4,0.12317735,0.87682265
QQQ,4,0.86916032,0.13083968
QQQ,4,0.13002083,0.86997917
QQQ,4,0.99981071,0.00018929
QQQ,4,0.13709135,0.86290865
QQQ,4,0.88079450,0.11920550
QQQ,4,0.85941152,0.14058848
QQQ,4,0.90957926,0.09042074
QQQ,4,0.16411666,0.83588334
QQQ,4,0.94054049,0.05945951
QQQ,4,0.99999959,0.00000041
QQQ,4,0.12954807,0.87045193
QQQ,4,0.35438224,0.64561776
QQQ,4,0.14709794,0.85290206
QQQ,4,0.62036540,0.37963460
QQQ,4,0.29824421,0.70175579
QQQ,4,0.12181839,0.87818161
QQQ,4,0.12819640,0.87180360
QQQ,4,0.13038082,0.86961918
QQQ,4,0.15089100,0.84910900
QQQ,4,0.26445013,0.73554987
QQQ,4,0.96333034,0.03666966
QQQ,4,0.12709525,0.87290475
QQQ,4,0.14018407,0.85981593
QQQ,4,0.99998119,0.00001881
QQQ,4,0.99986744,0.00013256
QQQ,4,0.13072003,0.86927997
QQQ,4,0.99797023,0.00202977
QQQ,4,0.18625267,0.81374733
QQQ,4,0.99999998,0.00000002
QQQ,4,0.15076919,0.84923081
QQQ,4,0.37714462,0.62285538
QQQ,4,0.63692943,0.36307057
QQQ,4,0.99740368,0.00259632
QQQ,4,0.65498228,0.34501772
QQQ,4,0.74787178,0.25212822
QQQ,4,0.84342757,0.15657243
QQQ,4,0.28148188,0.71851812
QQQ,4,0.14960690,0.85039310
QQQ,4,0.29067986,0.70932014
QQQ,4,0.62370548,0.37629452
QQQ,4,0.13147314,0.86852686
QQQ,4,0.12475745,0.87524255
QQQ,4,0.97096697,0.02903303
QQQ,4,0.57764740,0.42235260
QQQ,4,0.29386432,0.70613568
QQQ,4,0.33709758,0.66290242
QQQ,4,0.14738124,0.85261876
QQQ,4,0.99981999,0.00018001
QQQ,4,0.12232580,0.87767420
QQQ,4,0.22303313,0.77696687
QQQ,4,0.50199459,0.49800541
QQQ,4,0.22670223,0.77329777
QQQ,4,0.99655297,0.00344703
QQQ,4,0.17985573,0.82014427
QQQ,4,0.99996909,0.00003091
QQQ,4,0.20910647,0.79089353
QQQ,4,0.99979335,0.00020665
QQQ,4,0.78208812,0.21791188
QQQ,4,0.19959785,0.80040215
QQQ,4,0.99999669,0.00000331
QQQ,4,0.13063430,0.86936570
QQQ,4,0.93486602,0.06513398
QQQ,4,0.35129751,0.64870249
QQQ,4,0.99860744,0.00139256
QQQ,4,0.18156128,0.81843872
QQQ,4,0.98480917,0.01519083
QQQ,4,0.14296884,0.85703116
QQQ,4,0.99970074,0.00029926
QQQ,4,0.17495657,0.82504343
QQQ,4,0.18060840,0.81939160
QQQ,4,1.00000000,0.00000000
QQQ,4,0.89606907,0.10393093
QQQ,4,0.70225632,0.29774368
QQQ,4,0.99615790,0.00384210
QQQ,4,0.96205964,0.03794036
QQQ,4,0.99990918,0.00009082
QQQ,4,0.13090810,0.86909190
QQQ,4,0.98368064,0.01631936
QQQ,4,0.16348791,0.83651209
QQQ,4,0.34692615,0.65307385
QQQ,4,0.16987355,0.83012645
QQQ,4,0.12731881,0.87268119
QQQ,4,1.00000000,0.00000000
QQQ,4,0.28431460,0.71568540
QQQ,4,0.47247503,0.52752497
QQQ,4,0.14051142,0.85948858
QQQ,4,0.70899123,0.29100877
QQQ,4,0.99973682,0.00026318
QQQ,4,1.00000000,0.00000000
QQQ,4,0.12233905,0.87766095
QQQ,4,0.12219075,0.87780925
QQQ,4,0.39775320,0.60224680
QQQ,4,1.00000000,0.00000000
QQQ,4,0.71794840,0.28205160
QQQ,4,0.13579670,0.86420330
QQQ,4,0.88173718,0.11826282
QQQ,4,0.15243985,0.84756015
QQQ,4,0.72203760,0.27796240
QQQ,4,0.99930222,0.00069778
QQQ,4,0.45518364,0.54481636
QQQ,4,0.99999956,0.00000044
QQQ,4,0.71441655,0.28558345
QQQ,4,0.22406292,0.77593708
QQQ,4,0.99905930,0.00094070
QQQ,4,0.18864696,0.81135304
QQQ,4,0.98899979,0.01100021
QQQ,4,0.99923841,0.00076159
QQQ,4,0.12604823,0.87395177
QQQ,4,0.16430059,0.83569941
QQQ,4,0.12166591,0.87833409
QQQ,4,0.15150318,0.84849682
QQQ,4,0.99201312,0.00798688
QQQ,4,0.18214262,0.81785738
QQQ,4,0.12365967,0.87634033
QQQ,4,0.12419922,0.87580078
QQQ,4,0.90815965,0.09184035
QQQ,4,0.99991937,0.00008063
QQQ,4,0.12209005,0.87790995
QQQ,4,0.30724484,0.69275516
QQQ,4,0.79773205,0.20226795
QQQ,4,0.12179646,0.87820354
QQQ,4,0.99210917,0.00789083
QQQ,4,0.92618173,0.07381827
QQQ,4,0.15675526,0.84324474
QQQ,4,0.39314460,0.60685540
QQQ,4,0.99990518,0.00009482
QQQ,4,0.99999192,0.00000808
QQQ,4,0.14434459,0.85565541
QQQ,4,0.80312634,0.19687366
QQQ,4,0.45309550,0.54690450
QQQ,4,0.12936047,0.87063953
QQQ,4,0.15355040,0.84644960
QQQ,4,0.99980415,0.00019585
QQQ,4,0.14892095,0.85107905
QQQ,4,0.34319241,0.65680759
QQQ,4,0.23199749,0.76800251
QQQ,4,0.40216088,0.59783912
QQQ,4,0.99976253,0.00023747
QQQ,4,0.30471401,0.69528599
QQQ,4,0.13871112,0.86128888
QQQ,4,0.17963017,0.82036983
QQQ,4,0.16819178,0.83180822
QQQ,4,0.17571610,0.82428390
QQQ,4,0.99040142,0.00959858
QQQ,4,0.92762750,0.07237250
QQQ,4,0.98800417,0.01199583
QQQ,4,0.15273457,0.84726543
QQQ,4,0.17761975,0.82238025
QQQ,4,0.15331040,0.84668960
QQQ,4,0.17756669,0.82243331
QQQ,4,0.14566394,0.85433606
QQQ,4,0.25514734,0.74485266
QQQ,4,0.68661273,0.31338727
QQQ,4,0.15965489,0.84034511
QQQ,4,0.99882468,0.00117532
QQQ,4,0.54629823,0.45370177
QQQ,4,0.89864144,0.10135856
QQQ,4,0.97609636,0.02390364
QQQ,4,0.76806795,0.23193205
QQQ,4,0.25767995,0.74232005
QQQ,4,0.12279349,0.87720651
QQQ,4,0.14657781,0.85342219
QQQ,4,0.88547326,0.11452674
QQQ,4,0.14674536,0.85325464
QQQ,4,0.13989249,0.86010751
QQQ,4,0.18151975,0.81848025
QQQ,4,0.97973393,0.02026607
QQQ,4,0.48694257,0.51305743
QQQ,4,0.18409881,0.81590119
QQQ,4,0.85001351,0.14998649
QQQ,4,0.81674636,0.18325364
QQQ,4,0.25344088,0.74655912
QQQ,4,0.14940139,0.85059861
QQQ,4,0.41249880,0.58750120
QQQ,4,0.12209137,0.87790863
QQQ,4,0.94225278,0.05774722
QQQ,4,0.97980808,0.02019192
QQQ,4,0.19828156,0.80171844
