dataset,p,component_1,component_2
IWN,3,0.09897538,0.90102462
IWN,3,0.06557357,0.93442643
IWN,3,0.04990903,0.95009097
IWN,3,0.27042286,0.72957714
IWN,3,0.04811982,0.95188018
IWN,3,0.04959414,0.95040586
IWN,3,0.04477415,0.95522585
IWN,3,0.04977120,0.95022880
IWN,3,0.05084188,0.94915812
IWN,3,0.22391424,0.77608576
IWN,3,0.05784613,0.94215387
IWN,3,0.06548801,0.93451199
IWN,3,0.04821730,0.95178270
IWN,3,0.05744072,0.94255928
IWN,3,0.07379696,0.92620304
IWN,3,0.08537435,0.91462565
IWN,3,0.04759829,0.95240171
IWN,3,0.04767303,0.95232697
IWN,3,0.12546120,0.87453880
IWN,3,0.26695500,0.73304500
IWN,3,0.08383673,0.91616327
IWN,3,0.05874589,0.94125411
IWN,3,0.04718101,0.95281899
IWN,3,0.04610935,0.95389065
IWN,3,0.04493885,0.95506115
IWN,3,0.04795069,0.95204931
IWN,3,0.04691513,0.95308487
IWN,3,0.05224809,0.94775191
IWN,3,0.05117193,0.94882807
IWN,3,0.13016538,0.86983462
IWN,3,0.06495964,0.93504036
IWN,3,0.04498630,0.95501370
IWN,3,0.10187346,0.89812654
IWN,3,0.05692809,0.94307191
IWN,3,0.11071753,0.88928247
IWN,3,0.07214406,0.92785594
IWN,3,0.07676888,0.92323112
IWN,3,0.04772982,0.95227018
IWN,3,0.05267228,0.94732772
IWN,3,0.08326239,0.91673761
IWN,3,0.05977015,0.94022985
IWN,3,0.04626846,0.95373154
IWN,3,0.05520041,0.94479959
IWN,3,0.04476601,0.95523399
IWN,3,0.05337166,0.94662834
IWN,3,0.05163873,0.94836127
IWN,3,0.25272833,0.74727167
IWN,3,0.04482957,0.95517043
IWN,3,0.04466303,0.95533697
IWN,3,0.11457192,0.88542808
IWN,3,0.11017022,0.88982978
IWN,3,0.06021943,0.93978057
IWN,3,0.05956233,0.94043767
IWN,3,0.05244616,0.94755384
IWN,3,0.15828354,0.84171646
IWN,3,0.04608466,0.95391534
IWN,3,0.04466239,0.95533761
IWN,3,0.06553671,0.93446329
IWN,3,0.04814990,0.95185010
IWN,3,0.13656407,0.86343593
IWN,3,0.04682917,0.95317083
IWN,3,0.04501755,0.95498245
IWN,3,0.05813212,0.94186788
IWN,3,0.10380128,0.89619872
IWN,3,0.04609356,0.95390644
IWN,3,0.04503184,0.95496816
IWN,3,0.04797165,0.95202835
IWN,3,0.15547034,0.84452966
IWN,3,0.04504397,0.95495603
IWN,3,0.05393186,0.94606814
IWN,3,0.04549317,0.95450683
IWN,3,0.05392872,0.94607128
IWN,3,0.07432264,0.92567736
IWN,3,0.07845727,0.92154273
IWN,3,0.04722306,0.95277694
IWN,3,0.04466334,0.95533666
IWN,3,0.04657242,0.95342758
IWN,3,0.05767288,0.94232712
IWN,3,0.16129335,0.83870665
IWN,3,0.04465910,0.95534090
IWN,3,0.04509317,0.95490683
IWN,3,0.05282580,0.94717420
IWN,3,0.09144863,0.90855137
IWN,3,0.16990074,0.83009926
IWN,3,0.04708364,0.95291636
IWN,3,0.04727782,0.95272218
IWN,3,0.19124234,0.80875766
IWN,3,0.06158292,0.93841708
IWN,3,0.04502330,0.95497670
IWN,3,0.17780051,0.82219949
IWN,3,0.05712170,0.94287830
IWN,3,0.04719971,0.95280029
IWN,3,0.19553148,0.80446852
IWN,3,0.06379074,0.93620926
IWN,3,0.07774214,0.92225786
IWN,3,0.05321003,0.94678997
IWN,3,0.08241115,0.91758885
IWN,3,0.05381869,0.94618131
IWN,3,0.04596392,0.95403608
IWN,3,0.04548696,0.95451304
IWN,3,0.04472684,0.95527316
IWN,3,0.08800772,0.91199228
IWN,3,0.18368279,0.81631721
IWN,3,0.04563402,0.95436598
IWN,3,0.04474705,0.95525295
IWN,3,0.05690947,0.94309053
IWN,3,0.04992375,0.95007625
IWN,3,0.04661259,0.95338741
IWN,3,0.07164213,0.92835787
IWN,3,0.78829585,0.21170415
IWN,3,0.04465985,0.95534015
IWN,3,0.08997210,0.91002790
IWN,3,0.04816551,0.95183449
IWN,3,0.09184442,0.90815558
IWN,3,0.09378159,0.90621841
IWN,3,0.05349731,0.94650269
IWN,3,0.05672445,0.94327555
IWN,3,0.04526628,0.95473372
IWN,3,0.04714345,0.95285655
IWN,3,0.09872317,0.90127683
IWN,3,0.04650904,0.95349096
IWN,3,0.08398038,0.91601962
IWN,3,0.06278380,0.93721620
IWN,3,0.04588364,0.95411636
IWN,3,0.04465905,0.95534095
IWN,3,0.04491050,0.95508950
IWN,3,0.09275651,0.90724349
IWN,3,0.04629599,0.95370401
IWN,3,0.04909501,0.95090499
IWN,3,0.16959233,0.83040767
IWN,3,0.04498941,0.95501059
IWN,3,0.07805634,0.92194366
IWN,3,0.04638635,0.95361365
IWN,3,0.04825675,0.95174325
IWN,3,0.04483101,0.95516899
IWN,3,0.05780806,0.94219194
IWN,3,0.20399183,0.79600817
IWN,3,0.04471031,0.95528969
IWN,3,0.04788179,0.95211821
IWN,3,0.05138113,0.94861887
IWN,3,0.04880108,0.95119892
IWN,3,0.22475238,0.77524762
IWN,3,0.04787494,0.95212506
IWN,3,0.05741268,0.94258732
IWN,3,0.09204824,0.90795176
IWN,3,0.05326319,0.94673681
IWN,3,0.05320463,0.94679537
IWN,3,0.04949582,0.95050418
IWN,3,0.04637368,0.95362632
IWN,3,0.08055673,0.91944327
IWN,3,0.09995369,0.90004631
IWN,3,0.05726236,0.94273764
IWN,3,0.04467127,0.95532873
IWN,3,0.05115443,0.94884557
IWN,3,0.06728455,0.93271545
IWN,3,0.04911784,0.95088216
IWN,3,0.25295931,0.74704069
IWN,3,0.04899206,0.95100794
IWN,3,0.08675131,0.91324869
IWN,3,0.04512621,0.95487379
IWN,3,0.04742805,0.95257195
IWN,3,0.04497317,0.95502683
IWN,3,0.06304914,0.93695086
IWN,3,0.04477777,0.95522223
IWN,3,0.06050611,0.93949389
IWN,3,0.05832017,0.94167983
IWN,3,0.05967470,0.94032530
IWN,3,0.14953605,0.85046395
IWN,3,0.45911291,0.54088709
IWN,3,0.05912343,0.94087657
IWN,3,0.04495820,0.95504180
IWN,3,0.19179930,0.80820070
IWN,3,0.05815072,0.94184928
IWN,3,0.08993904,0.91006096
IWN,3,0.05146035,0.94853965
IWN,3,0.05418276,0.94581724
IWN,3,0.05369749,0.94630251
IWN,3,0.04695142,0.95304858
IWN,3,0.04857791,0.95142209
IWN,3,0.08782082,0.91217918
IWN,3,0.06840253,0.93159747
IWN,3,0.06108531,0.93891469
IWN,3,0.05059649,0.94940351
IWN,3,0.09496510,0.90503490
IWN,3,0.04517369,0.95482631
IWN,3,0.04503164,0.95496836
IWN,3,0.07949838,0.92050162
IWN,3,0.05884792,0.94115208
IWN,3,0.04893651,0.95106349
IWN,3,0.05680603,0.94319397
IWN,3,0.12392679,0.87607321
IWN,3,0.05702555,0.94297445
IWN,3,0.04696036,0.95303964
IWN,3,0.04471049,0.95528951
IWN,3,0.09971053,0.90028947
IWN,3,0.04796531,0.95203469
IWN,3,0.04487320,0.95512680
IWN,3,0.05148114,0.94851886
IWN,3,0.04475003,0.95524997
IWN,3,0.10687008,0.89312992
IWN,3,0.05981103,0.94018897
IWN,3,0.22571177,0.77428823
IWN,3,0.04481829,0.95518171
IWN,3,0.07777608,0.92222392
IWN,3,0.07472680,0.92527320
IWN,3,0.05587923,0.94412077
IWN,3,0.05399014,0.94600986
IWN,3,0.04479214,0.95520786
IWN,3,0.04465914,0.95534086
IWN,3,0.16506348,0.83493652
IWN,3,0.07846840,0.92153160
IWN,3,0.04918313,0.95081687
IWN,3,0.04566773,0.95433227
IWN,3,0.08307585,0.91692415
IWN,3,0.04630303,0.95369697
IWN,3,0.06028372,0.93971628
IWN,3,0.04947477,0.95052523
IWN,3,0.04579400,0.95420600
IWN,3,0.04842186,0.95157814
IWN,3,0.04930909,0.95069091
IWN,3,0.08008226,0.91991774
IWN,3,0.11645487,0.88354513
IWN,3,0.08941148,0.91058852
IWN,3,0.05503082,0.94496918
IWN,3,0.04730234,0.95269766
IWN,3,0.04479154,0.95520846
IWN,3,0.12121028,0.87878972
IWN,3,0.05138931,0.94861069
IWN,3,0.06047698,0.93952302
IWN,3,0.05940895,0.94059105
IWN,3,0.04559277,0.95440723
IWN,3,0.04674274,0.95325726
IWN,3,0.08421470,0.91578530
IWN,3,0.04650630,0.95349370
IWN,3,0.05345329,0.94654671
IWN,3,0.04515952,0.95484048
IWN,3,0.07889617,0.92110383
IWN,3,0.04544242,0.95455758
IWN,3,0.04506521,0.95493479
IWN,3,0.07331166,0.92668834
IWN,3,0.04835271,0.95164729
IWN,3,0.05105415,0.94894585
IWN,3,0.04496650,0.95503350
IWN,3,0.05804459,0.94195541
IWN,3,0.04736781,0.95263219
IWN,3,0.04741611,0.95258389
IWN,3,0.04482780,0.95517220
IWN,3,0.06582746,0.93417254
IWN,3,0.04469126,0.95530874
IWN,3,0.04570778,0.95429222
IWN,3,0.07525787,0.92474213
IWN,3,0.05023173,0.94976827
IWN,3,0.22951952,0.77048048
IWN,3,0.04649936,0.95350064
IWN,3,0.04508016,0.95491984
IWN,3,0.04482285,0.95517715
IWN,3,0.04526328,0.95473672
IWN,3,0.31440977,0.68559023
IWN,3,0.05134313,0.94865687
IWN,3,0.37838305,0.62161695
IWN,3,0.04549563,0.95450437
IWN,3,0.07463729,0.92536271
IWN,3,0.05337446,0.94662554
IWN,3,0.04494155,0.95505845
IWN,3,0.08921503,0.91078497
IWN,3,0.08097011,0.91902989
IWN,3,0.04913741,0.95086259
IWN,3,0.06076360,0.93923640
IWN,3,0.04982562,0.95017438
IWN,3,0.07858806,0.92141194
IWN,3,0.04542181,0.95457819
IWN,3,0.06109932,0.93890068
IWN,3,0.05487368,0.94512632
IWN,3,0.05251946,0.94748054
IWN,3,0.04858136,0.95141864
IWN,3,0.04973409,0.95026591
IWN,3,0.04471414,0.95528586
IWN,3,0.04928988,0.95071012
IWN,3,0.05228713,0.94771287
IWN,3,0.05349179,0.94650821
IWN,3,0.04873388,0.95126612
IWN,3,0.26905347,0.73094653
IWN,3,0.05594008,0.94405992
IWN,3,0.06916259,0.93083741
IWN,3,0.13879583,0.86120417
IWN,3,0.04492664,0.95507336
IWN,3,0.08737622,0.91262378
IWN,3,0.04465935,0.95534065
IWN,3,0.04744440,0.95255560
IWN,3,0.14820449,0.85179551
IWN,3,0.04577541,0.95422459
IWN,3,0.05507908,0.94492092
IWN,3,0.10921659,0.89078341
IWN,3,0.06071325,0.93928675
IWN,3,0.08024083,0.91975917
IWN,3,0.09017037,0.90982963
IWN,3,0.04479530,0.95520470
IWN,3,0.05401197,0.94598803
IWN,3,0.11376763,0.88623237
IWN,3,0.04660855,0.95339145
IWN,3,0.06018877,0.93981123
IWN,3,0.04472528,0.95527472
IWN,3,0.04632639,0.95367361
IWN,3,0.04761715,0.95238285
IWN,3,0.17525137,0.82474863
IWN,3,0.06913722,0.93086278
IWN,3,0.04629687,0.95370313
IWN,3,0.06269074,0.93730926
IWN,3,0.05136921,0.94863079
IWN,3,0.17089662,0.82910338
IWN,3,0.05863466,0.94136534
IWN,3,0.13000439,0.86999561
IWN,3,0.04568599,0.95431401
IWN,3,0.04819219,0.95180781
IWN,3,0.04565477,0.95434523
IWN,3,0.20244424,0.79755576
IWN,3,0.10962516,0.89037484
IWN,3,0.07039155,0.92960845
IWN,3,0.05282345,0.94717655
IWN,3,0.05693385,0.94306615
IWN,3,0.04488530,0.95511470
IWN,3,0.07369974,0.92630026
IWN,3,0.65040202,0.34959798
IWN,3,0.10823677,0.89176323
IWN,3,0.10002203,0.89997797
IWN,3,0.04948853,0.95051147
IWN,3,0.04955531,0.95044469
IWN,3,0.04936693,0.95063307
IWN,3,0.08724909,0.91275091
IWN,3,0.07784320,0.92215680
IWN,3,0.05241184,0.94758816
IWN,3,0.04717698,0.95282302
IWN,3,0.05831761,0.94168239
IWN,3,0.09182643,0.90817357
IWN,3,0.21377408,0.78622592
IWN,3,0.05031957,0.94968043
IWN,3,0.04471573,0.95528427
IWN,3,0.04749236,0.95250764
IWN,3,0.05190590,0.94809410
IWN,3,0.04512519,0.95487481
IWN,3,0.15284687,0.84715313
IWN,3,0.05536897,0.94463103
IWN,3,0.20270030,0.79729970
IWN,3,0.04471023,0.95528977
IWN,3,0.09150162,0.90849838
IWN,3,0.04631600,0.95368400
IWN,3,0.17105797,0.82894203
IWN,3,0.09928146,0.90071854
IWN,3,0.04999985,0.95000015
IWN,3,0.04477435,0.95522565
IWN,3,0.04549940,0.95450060
IWN,3,0.04483381,0.95516619
IWN,3,0.04752533,0.95247467
IWN,3,0.10823834,0.89176166
IWN,3,0.04671478,0.95328522
IWN,3,0.05423439,0.94576561
IWN,3,0.04674958,0.95325042
IWN,3,0.05123916,0.94876084
IWN,3,0.04954459,0.95045541
IWN,3,0.05658599,0.94341401
IWN,3,0.04477158,0.95522842
IWN,3,0.07497634,0.92502366
IWN,3,0.04466115,0.95533885
IWN,3,0.13436510,0.86563490
IWN,3,0.04768663,0.95231337
IWN,3,0.04467207,0.95532793
IWN,3,0.04547663,0.95452337
IWN,3,0.04904140,0.95095860
IWN,3,0.04528271,0.95471729
IWN,3,0.05874909,0.94125091
IWN,3,0.05149170,0.94850830
IWN,3,0.07690398,0.92309602
IWN,3,0.31139626,0.68860374
IWN,3,0.05006418,0.94993582
IWN,3,0.06625175,0.93374825
IWN,3,0.05913393,0.94086607
IWN,3,0.12365871,0.87634129
IWN,3,0.04468090,0.95531910
IWN,3,0.05751805,0.94248195
IWN,3,0.04477786,0.95522214
IWN,3,0.04603477,0.95396523
IWN,3,0.07080942,0.92919058
IWN,3,0.04503390,0.95496610
IWN,3,0.11058798,0.88941202
IWN,3,0.21295338,0.78704662
IWN,3,0.04763129,0.95236871
IWN,3,0.22957197,0.77042803
IWN,3,0.04552991,0.95447009
IWN,3,0.11864098,0.88135902
IWN,3,0.04482093,0.95517907
IWN,3,0.20207794,0.79792206
IWN,3,0.04647292,0.95352708
IWN,3,0.11327031,0.88672969
IWN,3,0.05011227,0.94988773
IWN,3,0.11643108,0.88356892
IWN,3,0.04928590,0.95071410
IWN,3,0.04489863,0.95510137
IWN,3,0.05828148,0.94171852
IWN,3,0.04668631,0.95331369
IWN,3,0.05306931,0.94693069
IWN,3,0.05816403,0.94183597
IWN,3,0.04905324,0.95094676
IWN,3,0.04980522,0.95019478
IWN,3,0.09715775,0.90284225
IWN,3,0.04758560,0.95241440
IWN,3,0.07391888,0.92608112
IWN,3,0.05042968,0.94957032
IWN,3,0.07147919,0.92852081
IWN,3,0.04723612,0.95276388
IWN,3,0.04530087,0.95469913
IWN,3,0.05110468,0.94889532
IWN,3,0.04653309,0.95346691
IWN,3,0.06715790,0.93284210
IWN,3,0.04473616,0.95526384
IWN,3,0.04801014,0.95198986
IWN,3,0.05852430,0.94147570
IWN,3,0.09792189,0.90207811
IWN,3,0.04494158,0.95505842
IWN,3,0.04479591,0.95520409
IWN,3,0.06815304,0.93184696
IWN,3,0.08007981,0.91992019
IWN,3,0.05663857,0.94336143
IWN,3,0.04556545,0.95443455
IWN,3,0.16313388,0.83686612
IWN,3,0.06114685,0.93885315
IWN,3,0.04618214,0.95381786
IWN,3,0.05404951,0.94595049
IWN,3,0.09745773,0.90254227
IWN,3,0.06291264,0.93708736
IWN,3,0.04471469,0.95528531
IWN,3,0.04636182,0.95363818
IWN,3,0.09165907,0.90834093
IWN,3,0.06503166,0.93496834
IWN,3,0.07705394,0.92294606
IWN,3,0.04502206,0.95497794
IWN,3,0.07118237,0.92881763
IWN,3,0.04721623,0.95278377
IWN,3,0.07461964,0.92538036
IWN,3,0.08359995,0.91640005
IWN,3,0.05218657,0.94781343
IWN,3,0.09920395,0.90079605
IWN,3,0.06614343,0.93385657
IWN,3,0.04667456,0.95332544
IWN,3,0.04553905,0.95446095
IWN,3,0.04918290,0.95081710
IWN,3,0.05055246,0.94944754
IWN,3,0.15236252,0.84763748
IWN,3,0.09857054,0.90142946
IWN,3,0.04537368,0.95462632
IWN,3,0.05256574,0.94743426
IWN,3,0.05504485,0.94495515
IWN,3,0.05385570,0.94614430
IWN,3,0.05898647,0.94101353
IWN,3,0.06658094,0.93341906
IWN,3,0.04508486,0.95491514
IWN,3,0.06083746,0.93916254
IWN,3,0.05419949,0.94580051
IWN,3,0.04468021,0.95531979
IWN,3,0.07422783,0.92577217
IWN,3,0.10320699,0.89679301
IWN,3,0.04917155,0.95082845
IWN,3,0.06714717,0.93285283
IWN,3,0.04517168,0.95482832
IWN,3,0.04682841,0.95317159
IWN,3,0.04522126,0.95477874
IWN,3,0.09823002,0.90176998
IWN,3,0.05220955,0.94779045
IWN,3,0.04468816,0.95531184
IWN,3,0.05519906,0.94480094
IWN,3,0.16257059,0.83742941
IWN,3,0.06136714,0.93863286
IWN,3,0.04612694,0.95387306
IWN,3,0.05085858,0.94914142
IWN,3,0.06237400,0.93762600
IWN,3,0.05353520,0.94646480
IWN,3,0.05457757,0.94542243
IWN,3,0.05826648,0.94173352
IWN,3,0.04577831,0.95422169
IWN,3,0.04508550,0.95491450
IWN,3,0.07085436,0.92914564
IWN,3,0.05140788,0.94859212
IWN,3,0.04466008,0.95533992
IWN,3,0.06415350,0.93584650
IWN,3,0.08572324,0.91427676
IWN,3,0.04504935,0.95495065
IWN,3,0.04659839,0.95340161
IWN,3,0.04541206,0.95458794
IWN,3,0.11454455,0.88545545
IWN,3,0.09709921,0.90290079
IWN,3,0.19251903,0.80748097
IWN,3,0.04841934,0.95158066
IWN,3,0.08232389,0.91767611
IWN,3,0.05911021,0.94088979
IWN,3,0.05783507,0.94216493
IWN,3,0.04547916,0.95452084
IWN,3,0.04924212,0.95075788
IWN,3,0.06992573,0.93007427
IWN,3,0.08806901,0.91193099
IWN,3,0.07248224,0.92751776
IWN,3,0.06319209,0.93680791
IWN,3,0.04510592,0.95489408
IWN,3,0.05616272,0.94383728
IWN,3,0.04549221,0.95450779
IWN,3,0.08974597,0.91025403
IWN,3,0.04551734,0.95448266
IWN,3,0.04540463,0.95459537
IWN,3,0.07035814,0.92964186
IWN,3,0.05191489,0.94808511
IWN,3,0.05562965,0.94437035
IWN,3,0.04740419,0.95259581
IWN,3,0.07391866,0.92608134
IWN,3,0.04484359,0.95515641
IWN,3,0.04468902,0.95531098
