dataset,p,component_1,component_2
SPY,4,0.14659387,0.85340613
SPY,4,0.11619443,0.88380557
SPY,4,0.11097952,0.88902048
SPY,4,0.44474892,0.55525108
SPY,4,0.82037167,0.17962833
SPY,4,0.07158540,0.92841460
SPY,4,0.07407488,0.92592512
SPY,4,0.07514270,0.92485730
SPY,4,0.06843407,0.93156593
SPY,4,0.07460082,0.92539918
SPY,4,0.09574327,0.90425673
SPY,4,0.09831782,0.90168218
SPY,4,0.07215657,0.92784343
SPY,4,0.06968931,0.93031069
SPY,4,0.11158581,0.88841419
SPY,4,0.06884262,0.93115738
SPY,4,0.06819289,0.93180711
SPY,4,0.07470767,0.92529233
SPY,4,0.12374269,0.87625731
SPY,4,0.07826349,0.92173651
SPY,4,0.08367712,0.91632288
SPY,4,0.07295868,0.92704132
SPY,4,0.06884137,0.93115863
SPY,4,0.13849432,0.86150568
SPY,4,0.17478002,0.82521998
SPY,4,0.08160882,0.91839118
SPY,4,0.06881103,0.93118897
SPY,4,0.18823954,0.81176046
SPY,4,0.19603130,0.80396870
SPY,4,0.21920858,0.78079142
SPY,4,0.06877761,0.93122239
SPY,4,0.08574001,0.91425999
SPY,4,0.10918043,0.89081957
SPY,4,0.36829645,0.63170355
SPY,4,0.08536520,0.91463480
SPY,4,0.06873707,0.93126293
SPY,4,0.07088357,0.92911643
SPY,4,0.07672420,0.92327580
SPY,4,0.06882318,0.93117682
SPY,4,0.06827165,0.93172835
SPY,4,0.06819297,0.93180703
SPY,4,0.06847307,0.93152693
SPY,4,0.06831591,0.93168409
SPY,4,0.06862045,0.93137955
SPY,4,0.06857427,0.93142573
SPY,4,0.08419518,0.91580482
SPY,4,0.10018941,0.89981059
SPY,4,0.06816780,0.93183220
SPY,4,0.22787817,0.77212183
SPY,4,0.07235438,0.92764562
SPY,4,0.07369260,0.92630740
SPY,4,0.10828488,0.89171512
SPY,4,0.07159262,0.92840738
SPY,4,0.17692533,0.82307467
SPY,4,0.07134965,0.92865035
SPY,4,0.06884259,0.93115741
SPY,4,0.08132314,0.91867686
SPY,4,0.07420295,0.92579705
SPY,4,0.08655439,0.91344561
SPY,4,0.06839950,0.93160050
SPY,4,0.09531865,0.90468135
SPY,4,0.07184495,0.92815505
SPY,4,0.11092677,0.88907323
